medinc,houseage,averooms,avebedrms,population,aveoccup,latitude,longitude,medhouseval
2.3447657583017163,0.9821426581785077,0.6285594533305325,-0.15375758957963728,-0.9744285971768408,-0.04959653614560164,1.0525482830366848,-1.3278352216308462,2.129631481668038
2.3322379635373314,-0.6070189133741593,0.32704135754480507,-0.2633357707711903,0.8614388682720688,-0.09251223020604675,1.043184551645693,-1.3228439144608317,1.3141561369243353
1.7826994032844994,1.8561815225324745,1.1556204656817255,-0.04901635892839475,-0.8207773518723145,-0.025842527794874764,1.038502685950199,-1.3328265288008536,1.2586934142212567
0.9329675088245888,1.8561815225324745,0.15696608207613846,-0.04983291824965423,-0.7660280575684029,-0.05032930122595976,1.038502685950199,-1.3378178359708683,1.1651000696598115
-0.012880995886439435,1.8561815225324745,0.3447107993516698,-0.03290586421165804,-0.7598466856308644,-0.08561575927708795,1.038502685950199,-1.3378178359708683,1.1728995150399322
0.08744663781489194,1.8561815225324745,-0.26972965928675957,0.014669344901590229,-0.8940707619888414,-0.08961841834804064,1.038502685950199,-1.3378178359708683,0.5446108594191197
-0.11136630682830236,1.8561815225324745,-0.2009176972725172,-0.306633199328996,-0.29271157777974693,-0.09072490085824528,1.0338208202547048,-1.3378178359708683,0.8002593468786227
-0.39513664957954914,1.8561815225324745,-0.25523193267039723,-0.0735416613492647,-0.23707923034190118,-0.12347647112857442,1.0338208202547048,-1.3378178359708683,0.29936163246644404
-0.9423591469347639,1.0616007367561409,-0.45870257434508765,0.04425392871991307,-0.19380962677913224,-0.10049920162528048,1.0338208202547048,-1.3428091431408828,0.17197069125781012
-0.0944695752343217,1.8561815225324745,-0.18528315780534899,-0.22468708867201256,0.11084370442811828,-0.08650141812972063,1.0338208202547048,-1.3378178359708683,0.47008282578685795
-0.35139464349045885,1.8561815225324745,0.019648332203345185,-0.036026971994094936,-0.45519335442361386,-0.07769971749617115,1.038502685950199,-1.3428091431408828,0.6468702544029208
-0.31591677092241194,1.8561815225324745,-0.2653557555646469,-0.15225170670835203,0.06934020713321748,-0.09836594568187057,1.038502685950199,-1.3428091431408828,0.3028280526353864
-0.41882365648699876,1.8561815225324745,-0.04298516714615038,-0.17694607966752887,-0.28917936524401067,-0.06975884916437777,1.038502685950199,-1.3428091431408828,0.057578825682710374
-0.6301117581014498,1.8561815225324745,-0.5775805815362782,0.0021650161837759793,-0.9541183750963574,-0.10474847893517435,1.0338208202547048,-1.3428091431408828,-0.13480749369359335
-1.028527214284753,1.8561815225324745,-0.47131898220505597,-0.18357848650987196,-0.1885113079755279,-0.10743675682408668,1.038502685950199,-1.3428091431408828,-0.412987712251222
-0.9188826911998249,1.6972653653772076,-0.479596284699903,-0.05213227506565464,-0.6432836719515685,-0.04145118612734842,1.038502685950199,-1.3428091431408828,-0.579375880360458
-0.5767370358699966,1.8561815225324745,0.20636779942121725,-0.1019979840611945,-0.5585105710938988,-0.0649815035246246,1.038502685950199,-1.3478004503108902,-0.4710502500810076
-0.9214093052699528,1.8561815225324745,-0.5562374673738996,-0.2736413180373364,-0.6865532755143374,-0.08974190540949738,1.038502685950199,-1.3478004503108902,-0.4450520988139394
-0.9893646961977695,1.6972653653772076,-0.03448683126091502,-0.02269742424198364,-0.3845491037088891,-0.06815910205475881,1.0338208202547048,-1.3428091431408828,-0.4173207374624001
-0.6671161266701989,1.8561815225324745,0.014734492839610838,-0.02751382808900951,-0.649465043889107,-0.05407040003622433,1.0338208202547048,-1.3478004503108902,-0.38092332568850473
-1.3227198400752775,0.9026845796008742,-0.36574856631245767,0.02481240939037626,-0.8976029745245777,-0.058425913939169474,1.038502685950199,-1.3478004503108902,-0.5143805021927876
-1.1354872099201703,1.0616007367561409,-0.3843226190260093,-0.19823387384657754,-0.43841534487886674,-0.05126267576274377,1.038502685950199,-1.3478004503108902,-0.40778808199780836
-1.1294338637104884,1.8561815225324745,-0.13449887105128813,0.07411702849468414,-0.3624727753605376,-0.09120379587788435,1.0338208202547048,-1.3478004503108902,-0.8055597963839504
-0.8896160782208427,1.8561815225324745,-0.09504560588514352,-0.12608599140808552,-0.5055273830578553,-0.04294708760716446,1.0338208202547048,-1.3478004503108902,-0.9286177123814061
-0.6688531738434118,1.8561815225324745,-0.06420787939119312,-0.12899389400394118,-0.37042025356594416,-0.06612577157912003,1.0338208202547048,-1.3478004503108902,-0.6435046534858925
-0.7721285239598924,0.9821426581785077,-0.37718622655684253,-0.13306981901102674,-0.9788438628465111,-0.039167872783463224,1.038502685950199,-1.352791757480905,-0.8610225190870291
-0.742703997601527,1.6178072867995743,-0.28332020892410875,-0.15985386626243672,-0.7227584540056339,-0.05111848001961738,1.038502685950199,-1.352791757480905,-0.9797474098733067
-1.085744495414526,1.8561815225324745,-0.26196995287251224,-0.07643341797253049,-0.28564715270827445,-0.028388432049051164,1.038502685950199,-1.352791757480905,-0.8783546199317411
-1.1729126808339403,1.6972653653772076,-0.41522288038298205,-0.11923631733814812,-0.2600386118241867,-0.06542921927722892,1.0338208202547048,-1.352791757480905,-0.8488900484957306
-1.1491730361333632,1.8561815225324745,-0.2933471011165669,-0.13592987945830026,-0.9099657183996545,-0.050286753576132555,1.0338208202547048,-1.352791757480905,-0.6487042837393061
-1.0228949704200927,1.6178072867995743,-0.14559425699178216,0.18118726724547227,-0.4966968517185147,-0.07583301537994687,1.0338208202547048,-1.352791757480905,-0.7327649728361596
-1.0049454829635587,1.8561815225324745,-0.22105438581956893,-0.012602257060483556,-0.2273656458686265,-0.04064483865371689,1.0338208202547048,-1.352791757480905,-0.7942939308348876
-1.0915872904516968,1.538349208221941,0.1246158382545519,0.26212394234992775,-0.352759190887263,-0.000767258548987231,1.0338208202547048,-1.3478004503108902,-0.8358909728621964
-1.313666139657319,1.6178072867995743,-0.1611100919053771,0.03331267620034389,-0.5929496433173271,-0.07499297111609157,1.0291389545592071,-1.3478004503108902,-0.8835542501851548
-0.6002661293980631,1.7767234439548412,-0.18470651075554104,-0.054398947349800386,-0.14789086381456115,-0.06967593986625002,1.0291389545592071,-1.3478004503108902,-0.8419572081578458
-1.2551855514924823,1.6178072867995743,-0.3341508440834078,-0.06012527733079998,-0.7554314199611941,-0.087770266081893,1.0291389545592071,-1.3478004503108902,-0.9502828384372962
-1.459893928965975,1.538349208221941,-0.25120641633864566,0.12324359816369528,-0.3871982631106913,-0.04155845588175911,1.0291389545592071,-1.3478004503108902,-0.8870206703540972
-1.2950849986832529,1.8561815225324745,-0.6788776228996898,-0.27206875674850567,-0.4631408326290204,-0.08039085227697798,1.0291389545592071,-1.352791757480905,-0.8922203006075108
-0.205640594319952,1.8561815225324745,-0.271498566904203,-0.060590889113235055,-0.650348097023041,-0.08096457296419289,1.0291389545592071,-1.3428091431408828,-0.13394088865135784
-0.6742222287424339,1.8561815225324745,-0.7819960973500957,-0.14639457764080868,-0.042807540876408076,-0.10516350191603235,1.0291389545592071,-1.3428091431408828,-0.2673980651556407
-0.9332001709305501,1.8561815225324745,-0.4906040142495589,-0.07578751468072817,-0.42340344160198773,-0.06506177505424282,1.0291389545592071,-1.3428091431408828,-0.44591870385617494
-1.3609348778859633,1.7767234439548412,-0.6749746115242414,0.32142020428971957,-0.8022332360596992,-0.09574131351928451,1.0291389545592071,-1.3428091431408828,-0.4927153761368976
-1.4978984156041497,1.6178072867995743,-0.6695380664640668,-0.058856546812522344,-0.8508011584260725,-0.06029490631882979,1.0338208202547048,-1.3428091431408828,-0.7630961493144058
0.04928423779733404,1.8561815225324745,-0.2550489377832096,-0.1613699726892984,-0.8463858927564022,-0.0685618287254152,1.0338208202547048,-1.3428091431408828,-0.15647261974948357
-0.45172227719179,1.8561815225324745,-0.19692668864667803,-0.06669486823365815,-0.6759566379071288,-0.07802782126349563,1.0291389545592071,-1.3428091431408828,-0.19460324160784995
-0.6284273487213644,1.8561815225324745,-0.44214678905039806,0.005911149760291255,-0.6247395561389533,-0.11468295573351323,1.0291389545592071,-1.3428091431408828,-0.21280194749479772
-0.9709941063962142,1.6972653653772076,-0.6985702375394177,-0.07905607216930005,-0.7148109758002273,-0.10055456249703049,1.0291389545592071,-1.3428091431408828,-0.5577107543045678
-1.1242753599839772,1.1410588153337744,-0.5855684318218523,0.2880916039594151,-0.7660280575684029,-0.08329851649367609,1.024457088863713,-1.3478004503108902,-0.601041006416348
-1.5370609336911332,0.9026845796008742,-0.6179991039812831,0.2575965627087002,-0.8852402306495009,-0.041104704820601835,1.024457088863713,-1.3428091431408828,-0.16773848529854632
-1.1031149671466556,0.9026845796008742,-1.1080736886269666,-0.06612002902965769,-0.6406345125497663,-0.10418253850673166,1.024457088863713,-1.3478004503108902,-0.8176922669752489
-1.552220618111901,-0.6070189133741593,-1.3674950841144549,-0.13173381817195842,-0.6097276528620743,-0.13408434991088972,1.024457088863713,-1.3478004503108902,-0.3029288718873004
